,city,lat,Lng,Max Temp,Date,Country,Wind speed,Humidity,Cloudiness
381,presidencia roque saenz pena,-26.79,-60.44,82.71,1537381026,AR,16.24,67,32
382,esna,45.2,27.57,65.34,1537381027,RO,8.75,51,0
383,ahipara,-35.17,173.16,54.99,1537381027,NZ,8.41,100,24
384,ewa beach,21.32,-158.01,73.94,1537376220,US,4.7,78,1
385,tuatapere,-46.13,167.69,50.67,1537381027,NZ,15.79,89,80
386,namibe,-15.19,12.15,66.15,1537381028,AO,3.49,95,0
387,grand gaube,-20.01,57.66,73.4,1537376400,MU,13.87,64,40
388,nabire,-3.36,135.5,68.85,1537381028,ID,1.92,94,92
389,vardo,39.62,-77.74,86.0,1537379700,US,12.75,58,20
390,dharchula,29.85,80.53,52.92,1537381029,IN,1.48,70,76
391,barcelona,41.38,2.18,77.0,1537380000,ES,3.36,83,20
392,vikevag,59.1,5.7,60.8,1537379400,NO,32.21,87,75
393,jacqueville,5.21,-4.42,80.6,1537380000,CI,10.29,83,20
394,bintulu,3.17,113.03,73.4,1537376400,MY,3.36,100,90
395,port hawkesbury,45.62,-61.36,51.8,1537380000,CA,9.17,93,90
396,nome,30.04,-94.42,93.02,1537379700,US,4.38,54,75
397,wabag,-5.48,143.7,51.12,1537381031,PG,1.92,98,92
398,mach,29.87,67.33,50.76,1537381031,PK,1.03,37,0
399,celestun,20.87,-90.4,84.42,1537381031,MX,10.54,96,8
400,ajdabiya,30.75,20.22,81.0,1537381031,LY,10.65,47,12
401,puerto baquerizo moreno,-0.9,-89.6,75.2,1537376400,EC,13.87,69,75
402,kedainiai,55.29,23.97,68.0,1537379400,LT,4.7,68,0
403,katsuura,33.93,134.5,70.29,1537381032,JP,4.5,87,88
404,labuhan,-2.54,115.51,69.57,1537381032,ID,0.92,97,100
405,arnia,32.52,74.8,78.8,1537380000,IN,2.71,78,0
406,sioux lookout,50.1,-91.92,59.0,1537380000,CA,4.7,67,75
407,noumea,-22.28,166.46,59.0,1537380000,NC,6.51,87,20
408,westport,53.8,-9.52,48.2,1537380000,IE,12.75,76,40
409,general roca,-39.03,-67.58,59.0,1537376400,AR,11.41,41,0
410,iqaluit,63.75,-68.52,33.8,1537380000,CA,3.36,64,90
411,ghanzi,-21.7,21.65,78.21,1537381034,BW,13.67,14,0
412,vestmanna,62.16,-7.17,50.0,1537379400,FO,6.93,87,80
413,roebourne,-20.77,117.15,77.22,1537381035,AU,8.08,27,92
414,staryy nadym,65.61,72.68,51.48,1537381035,RU,10.76,92,80
415,jamame,0.07,42.75,75.15,1537381036,SO,10.76,81,0
416,pevek,69.7,170.27,44.91,1537381036,RU,18.81,96,68
417,sept-iles,50.2,-66.38,48.2,1537376400,CA,14.99,57,75
418,ossora,59.24,163.07,45.54,1537381036,RU,7.4,97,0
419,antofagasta,-23.65,-70.4,60.8,1537376400,CL,10.29,67,20
420,takoradi,4.89,-1.75,78.12,1537381037,GH,4.38,96,68
421,pointe michel,15.25,-61.38,86.0,1537376400,DM,11.41,74,75
422,suhbaatar,50.23,106.21,36.0,1537381037,MN,14.23,100,92
423,baculin,7.45,126.58,78.75,1537381038,PH,3.94,96,68
424,knysna,-34.04,23.05,48.2,1537376400,ZA,8.05,81,20
425,norman wells,65.28,-126.83,28.4,1537380000,CA,13.87,68,75
426,devli,28.23,77.32,82.4,1537380000,IN,2.71,69,20
427,husavik,50.56,-96.99,50.49,1537381039,CA,7.74,98,56
428,urman,49.57,24.95,61.2,1537381039,UA,4.94,68,0
429,verkhnyaya inta,65.99,60.32,43.92,1537381039,RU,2.71,93,92
430,ramshir,30.89,49.41,95.0,1537376400,IR,2.04,44,0
431,quetigny,47.31,5.12,78.8,1537380000,FR,4.7,47,0
432,port moresby,-9.47,147.16,76.14,1537381040,PG,22.84,100,88
433,halvad,23.02,71.18,77.22,1537381040,IN,7.63,78,0
434,kupang,-10.16,123.6,75.69,1537381041,ID,8.41,98,0
435,bacolod,10.68,122.95,73.62,1537381041,PH,1.7,96,44
436,machico,32.7,-16.77,75.2,1537380000,PT,12.75,64,40
437,dauphin,51.15,-100.04,53.6,1537380000,CA,2.24,54,40
438,paka,45.29,18.06,69.8,1537380000,HR,5.82,64,0
439,bayan,47.25,107.54,28.89,1537381042,MN,26.64,73,76
440,camabatela,-8.19,15.37,66.69,1537381043,AO,2.04,95,24
441,ostrovnoy,68.05,39.51,44.55,1537381043,RU,10.2,85,88
442,mayumba,-3.44,10.65,76.23,1537381043,GA,8.08,93,8
443,luanda,-8.83,13.24,73.4,1537376400,AO,9.17,83,20
444,west fargo,46.88,-96.9,62.6,1537379580,US,12.75,67,90
445,mago,53.27,140.15,48.15,1537381044,RU,8.75,78,88
446,araouane,18.9,-3.53,99.18,1537381045,ML,6.96,23,44
447,hami,42.84,93.51,46.26,1537381045,CN,9.19,39,0
448,wasilla,61.58,-149.44,53.96,1537380120,US,3.36,89,90
449,mushie,-3.02,16.92,76.59,1537381045,CD,1.92,98,20
450,aklavik,68.22,-135.01,23.0,1537380000,CA,2.24,100,90
451,gillette,44.29,-105.5,57.02,1537379580,US,5.82,74,90
452,kysyl-syr,63.9,122.77,36.18,1537381046,RU,6.06,76,0
453,port shepstone,-30.74,30.45,66.51,1537381047,ZA,19.82,90,92
454,araria,26.13,87.47,79.92,1537380998,IN,3.6,81,0
455,oriximina,-1.77,-55.87,94.86,1537381047,BR,5.61,46,0
456,lagos,6.46,3.39,78.3,1537380978,NG,6.51,92,0
457,duarte,34.14,-117.98,78.08,1537379940,US,4.7,49,1
458,helena,46.59,-112.04,51.08,1537379580,US,6.93,68,90
459,hunterville,-26.77,27.93,75.87,1537381048,ZA,16.69,24,0
460,ramona,33.04,-116.87,78.08,1537379760,US,12.75,35,1
461,zambezi,-13.55,23.12,77.4,1537381049,ZM,8.08,22,0
462,nandu,31.44,119.33,80.6,1537376400,CN,4.47,94,0
463,ulaanbaatar,47.92,106.92,30.2,1537380000,MN,20.13,92,75
464,ocean city,30.44,-86.61,91.22,1537376160,US,5.82,67,75
465,idritsa,56.33,28.9,65.25,1537381008,RU,10.65,71,0
466,del carmen,15.01,120.53,78.8,1537380000,PH,2.24,88,75
467,sur,22.57,59.53,83.88,1537381051,OM,4.5,88,0
468,malanje,-9.54,16.35,73.08,1537381051,AO,2.71,81,0
469,karratha,-20.74,116.85,77.22,1537381052,AU,8.08,27,92
470,bahia blanca,-38.72,-62.27,60.39,1537381047,AR,19.6,62,0
471,goderich,43.74,-81.71,67.14,1537381052,CA,7.18,87,0
472,cap malheureux,-19.98,57.61,73.4,1537376400,MU,13.87,64,40
473,humaita,-24.93,-65.37,86.0,1537376400,AR,13.87,24,0
474,bradford,53.79,-1.75,60.8,1537379400,GB,17.22,66,40
475,pundaguitan,6.37,126.17,82.62,1537381053,PH,7.18,100,48
476,lorengau,-2.02,147.27,79.02,1537381053,PG,14.56,100,100
477,puerto colombia,10.99,-74.96,91.4,1537376400,CO,3.36,66,75
478,dargaville,-35.94,173.86,56.25,1537381054,NZ,10.76,93,92
479,zlocieniec,53.53,16.01,68.76,1537381054,PL,5.61,59,0
480,otta,61.77,9.54,49.05,1537381055,NO,7.18,58,76
481,pomichna,48.24,31.4,58.68,1537381055,UA,2.48,81,0
482,pompeu,-21.05,-48.85,87.8,1537376400,BR,4.61,40,40
483,lisakovsk,52.55,62.49,57.42,1537381055,KZ,9.19,71,44
484,hanover,52.37,9.74,78.8,1537379400,DE,4.7,47,0
485,saint anthony,43.97,-111.68,60.98,1537376160,US,3.36,6,1
486,katakwi,1.91,33.96,66.24,1537381056,UG,0.92,90,32
487,praia da vitoria,38.73,-27.07,80.6,1537380000,PT,15.01,61,20
488,bethanien,-26.5,17.16,52.11,1537381057,NA,10.09,31,12
489,morgan city,29.7,-91.21,89.6,1537376160,US,8.05,74,1
490,cairns,-16.92,145.77,64.4,1537380000,AU,9.17,88,20
491,lagoa vermelha,-28.21,-51.53,73.08,1537380945,BR,11.77,78,88
492,longyearbyen,78.22,15.63,32.0,1537379400,NO,19.46,100,75
493,bundaberg,-24.87,152.35,68.58,1537381058,AU,12.1,99,0
494,pujili,-0.95,-78.68,66.2,1537376400,EC,18.34,45,40
495,galle,29.74,-97.91,89.06,1537379760,US,9.17,57,75
496,dawson creek,55.76,-120.23,44.6,1537380000,CA,3.38,65,1
497,sorong,-0.86,131.25,79.74,1537381059,ID,16.69,100,56
498,svetlogorsk,53.14,59.15,48.2,1537378200,RU,4.47,70,75
499,raudeberg,61.99,5.14,59.0,1537379400,NO,27.51,87,75
500,bilma,18.69,12.92,92.7,1537381060,NE,2.48,16,80
501,carson city,39.16,-119.77,66.2,1537379700,US,5.82,19,1
502,santa cruz,36.97,-122.03,66.2,1537379760,US,2.93,83,90
503,leningradskiy,69.38,178.42,38.97,1537381062,RU,14.12,100,80
504,poronaysk,49.22,143.1,46.44,1537381062,RU,7.52,76,24
505,zhigansk,66.77,123.37,31.5,1537381063,RU,2.59,93,0
506,rudnogorsk,57.27,103.75,37.98,1537381063,RU,5.17,97,20
507,broken hill,-31.97,141.45,40.59,1537381063,AU,3.94,93,0
508,kahului,20.89,-156.47,71.6,1537378800,US,5.82,83,20
509,hearst,49.69,-83.67,55.62,1537380831,CA,3.6,65,20
510,merauke,-8.49,140.4,76.05,1537381064,ID,16.24,91,32
511,mildura,-34.18,142.16,39.96,1537381064,AU,2.71,86,0
512,edmond,35.66,-97.47,91.94,1537379760,US,17.22,47,1
513,petropavlovsk-kamchatskiy,53.05,158.65,42.8,1537376400,RU,4.47,100,40
514,dubai,25.27,55.3,95.0,1537376400,AE,4.7,44,0
515,havoysund,71.0,24.66,46.4,1537379400,NO,31.09,75,20
516,shache,38.42,77.24,52.47,1537381065,CN,3.71,65,0
517,clermont,-22.82,147.64,64.8,1537380783,AU,7.52,53,44
518,iquique,-20.22,-70.14,62.6,1537376400,CL,10.29,63,0
519,novikovo,45.05,34.56,55.8,1537381066,UA,3.71,100,0
520,young,-32.7,-57.63,66.78,1537381066,UY,7.74,83,0
521,praya,-8.71,116.27,77.0,1537380000,ID,2.24,88,75
522,shakawe,-18.36,21.84,80.73,1537381067,BW,8.08,14,0
523,mitu,36.2,46.09,57.15,1537381067,IR,1.92,64,0
524,seoul,37.57,126.98,68.0,1537380000,KR,4.7,72,90
525,mundo nuevo,-32.72,-71.41,62.6,1537380000,CL,5.82,63,0
526,maceio,-9.67,-35.74,80.6,1537380000,BR,16.11,65,40
527,nizwa,22.93,57.53,75.24,1537381068,OM,3.49,47,0
528,bobrovka,52.3,45.54,52.38,1537381069,RU,8.75,84,88
529,puerto del rosario,28.5,-13.86,80.6,1537380000,ES,10.29,83,20
530,agutaya,11.15,120.94,79.2,1537381070,PH,3.04,100,56
531,soria,41.76,-2.46,68.22,1537381070,ES,2.04,63,20
532,pavlodar,52.28,76.96,51.8,1537378200,KZ,13.42,49,0
533,kapiri mposhi,-13.97,28.68,73.71,1537381070,ZM,11.54,22,0
534,poquoson,37.12,-76.35,85.28,1537379940,US,9.17,63,20
535,presidente epitacio,-21.76,-52.12,87.48,1537381071,BR,9.42,63,12
536,mehamn,71.03,27.85,44.6,1537379400,NO,4.7,87,75
537,cariati,39.5,16.95,75.2,1537379400,IT,6.93,83,0
538,kudat,6.89,116.84,75.2,1537376400,MY,2.24,94,75
539,mrakovo,52.72,56.62,48.78,1537381072,RU,5.5,98,92
540,cabra,37.47,-4.43,89.6,1537380000,ES,4.7,35,0
541,sabang,13.72,123.58,79.29,1537381073,PH,5.73,98,48
542,olinda,-2.03,-79.75,78.8,1537376400,EC,6.93,65,75
543,aqtobe,50.28,57.21,50.0,1537378200,KZ,8.95,93,0
544,bosaso,11.28,49.18,83.34,1537381073,SO,3.94,100,0
545,grimshaw,56.19,-117.61,44.6,1537380000,CA,6.93,56,20
546,giresun,40.91,38.39,51.3,1537381074,TR,1.7,100,0
547,tamazunchale,21.26,-98.79,70.65,1537381074,MX,2.04,88,76
548,hambantota,6.12,81.12,78.12,1537381075,LK,14.56,100,76
549,grahamstown,-33.31,26.53,51.03,1537381075,ZA,13.0,90,92
550,salur,18.52,83.21,72.72,1537381075,IN,2.48,95,48
551,valparaiso,41.47,-87.06,86.0,1537378500,US,3.71,48,1
552,hualmay,-11.1,-77.61,70.29,1537381076,PE,6.62,65,24
553,bandrele,-12.91,45.19,78.8,1537378200,YT,5.82,78,0
554,loandjili,-4.77,11.87,77.0,1537376400,CG,6.93,83,75
555,cidreira,-30.17,-50.22,81.54,1537381077,BR,13.67,59,0
556,massaguet,12.48,15.44,82.89,1537381077,TD,2.71,78,36
557,marovoay,-16.11,46.64,80.6,1537376400,MG,6.93,57,0
558,weinan,34.5,109.46,66.2,1537376400,CN,2.24,93,90
559,medina del campo,41.31,-4.92,78.8,1537380000,ES,3.36,31,0
560,inhambane,-23.87,35.38,77.0,1537376400,MZ,14.99,88,0
561,preston,53.76,-2.71,59.0,1537379400,GB,27.51,76,75
562,portobelo,9.55,-79.65,89.6,1537376400,PA,5.82,66,40
